Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1045,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,4200,6100,5500,2020-01-28
1248,Badwani,Sendhwa,Cotton,H4,FAQ,4011,5425,5050,2020-01-28
1281,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5640,6500,6070,2020-01-28
32,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4500,4800,4700,2020-01-29
102,Badwani,Anjad,Cotton,Other,FAQ,3505,5885,5300,2020-01-29
240,Badwani,Balwadi,Cotton,H4,FAQ,4300,4760,4721,2020-01-29
309,Khargone,Bhikangaon,Cotton,H4,FAQ,3936,5500,5000,2020-01-29
377,Dhar,Dhamnod,Cotton,Other,FAQ,4040,5451,5095,2020-01-29
541,Jhabua,Jhabua,Cotton,Desi,FAQ,4700,5000,4850,2020-01-29
542,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5900,6000,5950,2020-01-29
691,Khargone,Kasrawad,Cotton,Cotton (Unginned),FAQ,4100,5505,5280,2020-01-29
866,Dhar,Kukshi,Cotton,H4,FAQ,4400,5505,5401,2020-01-29
971,Dhar,Manawar,Cotton,Other,FAQ,4200,5250,4800,2020-01-29
1011,Khandwa,Pandhana,Cotton,Other,FAQ,4300,4800,4652,2020-01-29
1041,Chhindwara,Pandhurna,Cotton,Other,FAQ,4550,5130,4900,2020-01-29
1044,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,5285,5900,5500,2020-01-29
1152,Chhindwara,Saunsar,Cotton,H4,FAQ,4900,5445,5080,2020-01-29
1247,Badwani,Sendhwa,Cotton,H4,FAQ,4034,5411,5025,2020-01-29
1280,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5500,6300,5900,2020-01-29
31,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4600,5000,4700,2020-01-30
101,Badwani,Anjad,Cotton,Other,FAQ,4200,5885,5504,2020-01-30
239,Badwani,Balwadi,Cotton,H4,FAQ,4600,4911,4850,2020-01-30
308,Khargone,Bhikangaon,Cotton,H4,FAQ,3911,5505,4981,2020-01-30
376,Dhar,Dhamnod,Cotton,Other,FAQ,4180,5505,5130,2020-01-30
430,Dhar,Gandhwani,Cotton,Other,FAQ,4100,5200,4650,2020-01-30
540,Jhabua,Jhabua,Cotton,Desi,FAQ,4700,4800,4750,2020-01-30
657,Alirajpur,Jobat,Cotton,Other,FAQ,4600,5100,4800,2020-01-30
688,Khargone,Karhi,Cotton,Other,FAQ,3900,3900,3900,2020-01-30
690,Khargone,Kasrawad,Cotton,Cotton (Unginned),FAQ,4050,5451,5301,2020-01-30
804,Badwani,Khetia,Cotton,H4,FAQ,4750,5210,4945,2020-01-30
865,Dhar,Kukshi,Cotton,H4,FAQ,4405,5505,5341,2020-01-30
970,Dhar,Manawar,Cotton,Other,FAQ,4800,5200,4900,2020-01-30
1010,Khandwa,Pandhana,Cotton,Other,FAQ,4100,4541,4270,2020-01-30
1043,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,4200,5989,5500,2020-01-30
1074,Ratlam,Ratlam,Cotton,Other,FAQ,4000,4905,4550,2020-01-30
1075,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,3500,5351,5000,2020-01-30
1151,Chhindwara,Saunsar,Cotton,H4,FAQ,5005,5444,5050,2020-01-30
1246,Badwani,Sendhwa,Cotton,H4,FAQ,3911,5441,5013,2020-01-30
1279,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5575,6300,5600,2020-01-30
30,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4800,4800,4800,2020-01-31
144,Khargone,Badwaha,Cotton,H4,FAQ,2925,5460,4950,2020-01-31
175,Badwani,Badwani,Cotton,H4,FAQ,4980,5180,5078,2020-01-31
238,Badwani,Balwadi,Cotton,H4,FAQ,4625,5000,4700,2020-01-31
307,Khargone,Bhikangaon,Cotton,H4,FAQ,3811,5500,4920,2020-01-31
429,Dhar,Gandhwani,Cotton,Other,FAQ,4127,5232,4679,2020-01-31
538,Jhabua,Jhabua,Cotton,Desi,FAQ,4700,4750,4725,2020-01-31
539,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,6000,6500,6350,2020-01-31
656,Alirajpur,Jobat,Cotton,Other,FAQ,4600,5100,4800,2020-01-31
687,Khargone,Karhi,Cotton,Other,FAQ,4800,5451,5350,2020-01-31
689,Khargone,Kasrawad,Cotton,Cotton (Unginned),FAQ,3951,5101,4875,2020-01-31
724,Khandwa,Khandwa,Cotton,Other,FAQ,4000,5409,5202,2020-01-31
743,Khargone,Khargone,Cotton,Other,FAQ,4000,5550,5150,2020-01-31
803,Badwani,Khetia,Cotton,H4,FAQ,4735,5230,4975,2020-01-31
864,Dhar,Kukshi,Cotton,H4,FAQ,4050,5135,5000,2020-01-31
969,Dhar,Manawar,Cotton,Other,FAQ,4400,5310,4830,2020-01-31
1040,Chhindwara,Pandhurna,Cotton,Other,FAQ,4900,5061,5045,2020-01-31
1042,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,4200,6100,5500,2020-01-31
1150,Chhindwara,Saunsar,Cotton,H4,FAQ,5005,5445,5050,2020-01-31
1245,Badwani,Sendhwa,Cotton,H4,FAQ,4150,5451,5021,2020-01-31
1278,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5640,6500,6070,2020-01-31
100,Badwani,Anjad,Cotton,Other,FAQ,4285,5528,5301,2020-02-01
174,Badwani,Badwani,Cotton,H4,FAQ,4950,5190,5095,2020-02-01
237,Badwani,Balwadi,Cotton,H4,FAQ,4800,4800,4800,2020-02-01
536,Jhabua,Jhabua,Cotton,Desi,FAQ,4600,4810,4700,2020-02-01
537,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5700,6000,5850,2020-02-01
863,Dhar,Kukshi,Cotton,H4,FAQ,4200,5090,4795,2020-02-01
968,Dhar,Manawar,Cotton,Other,FAQ,4600,4900,4700,2020-02-01
1149,Chhindwara,Saunsar,Cotton,H4,FAQ,4750,5200,5060,2020-02-01
1244,Badwani,Sendhwa,Cotton,H4,FAQ,4300,5420,5020,2020-02-01
173,Badwani,Badwani,Cotton,H4,FAQ,5100,5100,5100,2020-02-02
236,Badwani,Balwadi,Cotton,H4,FAQ,4475,4900,4800,2020-02-02
306,Khargone,Bhikangaon,Cotton,H4,FAQ,4000,5310,4990,2020-02-02
862,Dhar,Kukshi,Cotton,H4,FAQ,4250,5160,4795,2020-02-02
29,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4500,4800,4600,2020-02-03
99,Badwani,Anjad,Cotton,Other,FAQ,3660,5504,5320,2020-02-03
143,Khargone,Badwaha,Cotton,H4,FAQ,3890,5370,4890,2020-02-03
172,Badwani,Badwani,Cotton,H4,FAQ,3605,5300,5073,2020-02-03
235,Badwani,Balwadi,Cotton,H4,FAQ,4525,5011,4951,2020-02-03
305,Khargone,Bhikangaon,Cotton,H4,FAQ,3851,5130,4851,2020-02-03
534,Jhabua,Jhabua,Cotton,Desi,FAQ,4600,4810,4705,2020-02-03
535,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5600,5810,5705,2020-02-03
967,Dhar,Manawar,Cotton,Other,FAQ,4600,5400,4880,2020-02-03
1009,Khandwa,Pandhana,Cotton,Other,FAQ,4221,4460,4400,2020-02-03
1039,Chhindwara,Pandhurna,Cotton,Other,FAQ,4700,4970,4895,2020-02-03
1148,Chhindwara,Saunsar,Cotton,H4,FAQ,4950,5400,5060,2020-02-03
28,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4500,4700,4600,2020-02-04
98,Badwani,Anjad,Cotton,Other,FAQ,4100,5450,5305,2020-02-04
234,Badwani,Balwadi,Cotton,H4,FAQ,4525,5000,4961,2020-02-04
375,Dhar,Dhamnod,Cotton,Other,FAQ,3800,5430,4990,2020-02-04
428,Dhar,Gandhwani,Cotton,Other,FAQ,4200,5236,4718,2020-02-04
532,Jhabua,Jhabua,Cotton,Desi,FAQ,4100,4800,4450,2020-02-04
533,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5600,5940,5770,2020-02-04
655,Alirajpur,Jobat,Cotton,Other,FAQ,4500,5000,4800,2020-02-04
686,Khargone,Karhi,Cotton,Other,FAQ,3840,5355,5060,2020-02-04
723,Khandwa,Khandwa,Cotton,Other,FAQ,4275,5403,5151,2020-02-04
966,Dhar,Manawar,Cotton,Other,FAQ,4600,5318,4730,2020-02-04
1147,Chhindwara,Saunsar,Cotton,H4,FAQ,4950,5200,5035,2020-02-04
1243,Badwani,Sendhwa,Cotton,H4,FAQ,4300,5390,4875,2020-02-04
1277,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5575,6300,5800,2020-02-04
27,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4000,4700,4500,2020-02-05
97,Badwani,Anjad,Cotton,Other,FAQ,4380,5450,5280,2020-02-05
142,Khargone,Badwaha,Cotton,H4,FAQ,3600,5355,4850,2020-02-05
233,Badwani,Balwadi,Cotton,H4,FAQ,4540,4580,4575,2020-02-05
304,Khargone,Bhikangaon,Cotton,H4,FAQ,3900,5400,4970,2020-02-05
347,Burhanpur,Burhanpur,Cotton,LRA,FAQ,4300,5297,4900,2020-02-05
374,Dhar,Dhamnod,Cotton,Other,FAQ,3905,5451,5000,2020-02-05
427,Dhar,Gandhwani,Cotton,Other,FAQ,4200,5000,4700,2020-02-05
530,Jhabua,Jhabua,Cotton,Desi,FAQ,4700,4800,4750,2020-02-05
531,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5600,5700,5650,2020-02-05
654,Alirajpur,Jobat,Cotton,Other,FAQ,4500,5000,4700,2020-02-05
861,Dhar,Kukshi,Cotton,H4,FAQ,4405,5505,5341,2020-02-05
965,Dhar,Manawar,Cotton,Other,FAQ,4400,5285,4711,2020-02-05
1008,Khandwa,Pandhana,Cotton,Other,FAQ,4251,4499,4330,2020-02-05
1038,Chhindwara,Pandhurna,Cotton,Other,FAQ,4800,5100,5070,2020-02-05
1073,Ratlam,Ratlam,Cotton,Other,FAQ,4000,5300,4850,2020-02-05
1146,Chhindwara,Saunsar,Cotton,H4,FAQ,4900,5350,5005,2020-02-05
1242,Badwani,Sendhwa,Cotton,H4,FAQ,4500,5409,4950,2020-02-05
96,Badwani,Anjad,Cotton,Other,FAQ,4335,5450,5275,2020-02-06
141,Khargone,Badwaha,Cotton,H4,FAQ,3500,5360,4875,2020-02-06
232,Badwani,Balwadi,Cotton,H4,FAQ,4700,4900,4800,2020-02-06
303,Khargone,Bhikangaon,Cotton,H4,FAQ,3985,5505,4970,2020-02-06
346,Burhanpur,Burhanpur,Cotton,LRA,FAQ,4400,5297,4700,2020-02-06
373,Dhar,Dhamnod,Cotton,Other,FAQ,4100,5451,5090,2020-02-06
426,Dhar,Gandhwani,Cotton,Other,FAQ,4200,5100,4700,2020-02-06
528,Jhabua,Jhabua,Cotton,Desi,FAQ,4500,4800,4650,2020-02-06
529,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5600,5600,5600,2020-02-06
653,Alirajpur,Jobat,Cotton,Other,FAQ,4600,5000,4800,2020-02-06
722,Khandwa,Khandwa,Cotton,Other,FAQ,4220,5371,5151,2020-02-06
860,Dhar,Kukshi,Cotton,H4,FAQ,4195,5505,5341,2020-02-06
913,Dewas,Loharda,Cotton,Other,FAQ,3300,4275,3738,2020-02-06
964,Dhar,Manawar,Cotton,Other,FAQ,4700,5000,4800,2020-02-06
1007,Khandwa,Pandhana,Cotton,Other,FAQ,4200,4400,4300,2020-02-06
1037,Chhindwara,Pandhurna,Cotton,Other,FAQ,4700,5100,5025,2020-02-06
1072,Ratlam,Ratlam,Cotton,Other,FAQ,4500,5100,4850,2020-02-06
1145,Chhindwara,Saunsar,Cotton,H4,FAQ,4910,5350,5215,2020-02-06
1241,Badwani,Sendhwa,Cotton,H4,FAQ,4350,5401,4877,2020-02-06
95,Badwani,Anjad,Cotton,Other,FAQ,3500,5450,5250,2020-02-07
140,Khargone,Badwaha,Cotton,H4,FAQ,3305,5360,4800,2020-02-07
171,Badwani,Badwani,Cotton,H4,FAQ,5100,5100,5100,2020-02-07
231,Badwani,Balwadi,Cotton,H4,FAQ,4580,4800,4625,2020-02-07
302,Khargone,Bhikangaon,Cotton,H4,FAQ,3970,5505,4890,2020-02-07
345,Burhanpur,Burhanpur,Cotton,LRA,FAQ,4400,5297,4700,2020-02-07
425,Dhar,Gandhwani,Cotton,Other,FAQ,4025,5100,4600,2020-02-07
526,Jhabua,Jhabua,Cotton,Desi,FAQ,4600,4925,4762,2020-02-07
527,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5500,5950,5725,2020-02-07
652,Alirajpur,Jobat,Cotton,Other,FAQ,4500,5000,4700,2020-02-07
685,Khargone,Karhi,Cotton,Other,FAQ,4100,5451,5221,2020-02-07
721,Khandwa,Khandwa,Cotton,Other,FAQ,4220,5371,5151,2020-02-07
742,Khargone,Khargone,Cotton,Other,FAQ,4000,5540,5140,2020-02-07
802,Badwani,Khetia,Cotton,H4,FAQ,4765,5280,5150,2020-02-07
859,Dhar,Kukshi,Cotton,H4,FAQ,4295,5090,5000,2020-02-07
963,Dhar,Manawar,Cotton,Other,FAQ,4000,5250,4500,2020-02-07
1006,Khandwa,Pandhana,Cotton,Other,FAQ,4240,4400,4330,2020-02-07
1036,Chhindwara,Pandhurna,Cotton,Other,FAQ,4500,5075,4900,2020-02-07
1071,Ratlam,Ratlam,Cotton,Other,FAQ,3200,5205,4425,2020-02-07
1144,Chhindwara,Saunsar,Cotton,H4,FAQ,4200,5400,5165,2020-02-07
26,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4300,5000,4500,2020-02-08
94,Badwani,Anjad,Cotton,Other,FAQ,4200,5450,5250,2020-02-08
139,Khargone,Badwaha,Cotton,H4,FAQ,4220,5355,4790,2020-02-08
230,Badwani,Balwadi,Cotton,H4,FAQ,4700,4700,4700,2020-02-08
301,Khargone,Bhikangaon,Cotton,H4,FAQ,3840,5320,4840,2020-02-08
344,Burhanpur,Burhanpur,Cotton,LRA,FAQ,4500,4950,4950,2020-02-08
372,Dhar,Dhamnod,Cotton,Other,FAQ,4005,5451,4985,2020-02-08
424,Dhar,Gandhwani,Cotton,Other,FAQ,4100,5030,4550,2020-02-08
524,Jhabua,Jhabua,Cotton,Desi,FAQ,4500,4700,4600,2020-02-08
525,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5850,6000,5925,2020-02-08
684,Khargone,Karhi,Cotton,Other,FAQ,5141,5430,5301,2020-02-08
741,Khargone,Khargone,Cotton,Other,FAQ,4000,5255,4900,2020-02-08
801,Badwani,Khetia,Cotton,H4,FAQ,4720,5310,5180,2020-02-08
858,Dhar,Kukshi,Cotton,H4,FAQ,4400,5505,5401,2020-02-08
962,Dhar,Manawar,Cotton,Other,FAQ,4400,5300,4780,2020-02-08
1005,Khandwa,Pandhana,Cotton,Other,FAQ,4200,4400,4300,2020-02-08
1035,Chhindwara,Pandhurna,Cotton,Other,FAQ,4700,5125,5000,2020-02-08
1143,Chhindwara,Saunsar,Cotton,H4,FAQ,4800,5200,4910,2020-02-08
1240,Badwani,Sendhwa,Cotton,H4,FAQ,4400,5382,4890,2020-02-08
25,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4500,5000,4700,2020-02-09
138,Khargone,Badwaha,Cotton,H4,FAQ,3410,5075,4805,2020-02-09
170,Badwani,Badwani,Cotton,H4,FAQ,5200,5200,5200,2020-02-09
423,Dhar,Gandhwani,Cotton,Other,FAQ,4100,4100,4100,2020-02-09
522,Jhabua,Jhabua,Cotton,Desi,FAQ,4490,4800,4645,2020-02-09
523,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5700,6090,5895,2020-02-09
857,Dhar,Kukshi,Cotton,H4,FAQ,4405,5505,5341,2020-02-09
912,Dewas,Loharda,Cotton,Other,FAQ,3080,4750,3915,2020-02-09
24,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4500,5000,4700,2020-02-10
93,Badwani,Anjad,Cotton,Other,FAQ,4200,5504,5250,2020-02-10
137,Khargone,Badwaha,Cotton,H4,FAQ,3805,5355,4925,2020-02-10
229,Badwani,Balwadi,Cotton,H4,FAQ,4640,4800,4680,2020-02-10
300,Khargone,Bhikangaon,Cotton,H4,FAQ,3950,5423,4825,2020-02-10
343,Burhanpur,Burhanpur,Cotton,LRA,FAQ,4371,4961,4961,2020-02-10
371,Dhar,Dhamnod,Cotton,Other,FAQ,3800,5451,5020,2020-02-10
422,Dhar,Gandhwani,Cotton,Other,FAQ,4000,5100,4550,2020-02-10
520,Jhabua,Jhabua,Cotton,Desi,FAQ,4488,4505,4497,2020-02-10
521,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5700,6000,5850,2020-02-10
651,Alirajpur,Jobat,Cotton,Other,FAQ,4600,5000,4800,2020-02-10
683,Khargone,Karhi,Cotton,Other,FAQ,3995,5355,5000,2020-02-10
740,Khargone,Khargone,Cotton,Other,FAQ,3800,5505,5140,2020-02-10
800,Badwani,Khetia,Cotton,H4,FAQ,4850,5320,5140,2020-02-10
856,Dhar,Kukshi,Cotton,H4,FAQ,5232,5505,5401,2020-02-10
911,Dewas,Loharda,Cotton,Other,FAQ,3490,4451,4020,2020-02-10
961,Dhar,Manawar,Cotton,Other,FAQ,4281,5385,4870,2020-02-10
1004,Khandwa,Pandhana,Cotton,Other,FAQ,4071,4626,4400,2020-02-10
1034,Chhindwara,Pandhurna,Cotton,Other,FAQ,4820,5100,5050,2020-02-10
1070,Ratlam,Ratlam,Cotton,Other,FAQ,4305,5355,4750,2020-02-10
1142,Chhindwara,Saunsar,Cotton,H4,FAQ,4805,5350,5195,2020-02-10
23,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4800,4800,4800,2020-02-11
92,Badwani,Anjad,Cotton,Other,FAQ,2602,5504,4125,2020-02-11
228,Badwani,Balwadi,Cotton,H4,FAQ,5000,5000,5000,2020-02-11
342,Burhanpur,Burhanpur,Cotton,LRA,FAQ,4400,4901,4901,2020-02-11
370,Dhar,Dhamnod,Cotton,Other,FAQ,4200,5451,5050,2020-02-11
421,Dhar,Gandhwani,Cotton,Other,FAQ,4150,5100,4700,2020-02-11
518,Jhabua,Jhabua,Cotton,Desi,FAQ,4500,4700,4600,2020-02-11
519,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5750,5900,5825,2020-02-11
650,Alirajpur,Jobat,Cotton,Other,FAQ,4500,5000,4700,2020-02-11
682,Khargone,Karhi,Cotton,Other,FAQ,3900,5338,5005,2020-02-11
720,Khandwa,Khandwa,Cotton,Other,FAQ,4111,5371,5140,2020-02-11
739,Khargone,Khargone,Cotton,Other,FAQ,4000,5450,5140,2020-02-11
799,Badwani,Khetia,Cotton,H4,FAQ,4825,5320,5140,2020-02-11
855,Dhar,Kukshi,Cotton,H4,FAQ,4085,5505,5341,2020-02-11
910,Dewas,Loharda,Cotton,Other,FAQ,3305,4000,3653,2020-02-11
960,Dhar,Manawar,Cotton,Other,FAQ,4150,5410,4900,2020-02-11
1003,Khandwa,Pandhana,Cotton,Other,FAQ,4200,4500,4400,2020-02-11
1033,Chhindwara,Pandhurna,Cotton,Other,FAQ,4825,5000,4900,2020-02-11
1069,Ratlam,Ratlam,Cotton,Other,FAQ,4450,5255,4910,2020-02-11
1141,Chhindwara,Saunsar,Cotton,H4,FAQ,4755,5350,5180,2020-02-11
1276,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5500,6400,5900,2020-02-11
22,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4500,5000,4800,2020-02-12
91,Badwani,Anjad,Cotton,Other,FAQ,3800,5450,5328,2020-02-12
136,Khargone,Badwaha,Cotton,H4,FAQ,3575,5355,4850,2020-02-12
227,Badwani,Balwadi,Cotton,H4,FAQ,4580,4800,4625,2020-02-12
299,Khargone,Bhikangaon,Cotton,H4,FAQ,3970,5505,4970,2020-02-12
341,Burhanpur,Burhanpur,Cotton,LRA,FAQ,4350,4925,4700,2020-02-12
369,Dhar,Dhamnod,Cotton,Other,FAQ,4000,5451,5100,2020-02-12
420,Dhar,Gandhwani,Cotton,Other,FAQ,4150,5150,4690,2020-02-12
516,Jhabua,Jhabua,Cotton,Desi,FAQ,4480,4750,4615,2020-02-12
517,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5790,6070,5930,2020-02-12
649,Alirajpur,Jobat,Cotton,Other,FAQ,4500,5000,4700,2020-02-12
681,Khargone,Karhi,Cotton,Other,FAQ,3700,5317,5050,2020-02-12
719,Khandwa,Khandwa,Cotton,Other,FAQ,4100,5371,5151,2020-02-12
798,Badwani,Khetia,Cotton,H4,FAQ,4750,5320,5180,2020-02-12
854,Dhar,Kukshi,Cotton,H4,FAQ,4200,5451,5232,2020-02-12
959,Dhar,Manawar,Cotton,Other,FAQ,4000,5370,4800,2020-02-12
1002,Khandwa,Pandhana,Cotton,Other,FAQ,4333,4481,4400,2020-02-12
1032,Chhindwara,Pandhurna,Cotton,Other,FAQ,4725,5100,4900,2020-02-12
1140,Chhindwara,Saunsar,Cotton,H4,FAQ,4770,5350,5185,2020-02-12
1239,Badwani,Sendhwa,Cotton,H4,FAQ,4350,5420,4875,2020-02-12
1275,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5500,6400,5800,2020-02-12
21,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4500,5000,4800,2020-02-13
90,Badwani,Anjad,Cotton,Other,FAQ,3720,5504,5301,2020-02-13
135,Khargone,Badwaha,Cotton,H4,FAQ,3690,5355,4800,2020-02-13
226,Badwani,Balwadi,Cotton,H4,FAQ,4600,4800,4700,2020-02-13
340,Burhanpur,Burhanpur,Cotton,LRA,FAQ,4350,4925,4700,2020-02-13
368,Dhar,Dhamnod,Cotton,Other,FAQ,3900,5451,5050,2020-02-13
419,Dhar,Gandhwani,Cotton,Other,FAQ,4150,5150,4670,2020-02-13
514,Jhabua,Jhabua,Cotton,Desi,FAQ,4500,4700,4600,2020-02-13
515,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5900,5950,5925,2020-02-13
648,Alirajpur,Jobat,Cotton,Other,FAQ,4500,5000,4700,2020-02-13
680,Khargone,Karhi,Cotton,Other,FAQ,4150,5355,5140,2020-02-13
718,Khandwa,Khandwa,Cotton,Other,FAQ,4250,5403,5147,2020-02-13
797,Badwani,Khetia,Cotton,H4,FAQ,4810,5325,5145,2020-02-13
853,Dhar,Kukshi,Cotton,H4,FAQ,3695,5451,5301,2020-02-13
958,Dhar,Manawar,Cotton,Other,FAQ,4200,5400,4535,2020-02-13
1001,Khandwa,Pandhana,Cotton,Other,FAQ,4300,4500,4400,2020-02-13
1031,Chhindwara,Pandhurna,Cotton,Other,FAQ,4850,5075,5011,2020-02-13
1068,Ratlam,Ratlam,Cotton,Other,FAQ,4650,5400,4900,2020-02-13
1139,Chhindwara,Saunsar,Cotton,H4,FAQ,4705,5060,4973,2020-02-13
1238,Badwani,Sendhwa,Cotton,H4,FAQ,4400,5401,4900,2020-02-13
1274,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5500,6500,6000,2020-02-13
20,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4000,4500,4250,2020-02-14
89,Badwani,Anjad,Cotton,Other,FAQ,4145,5450,5301,2020-02-14
134,Khargone,Badwaha,Cotton,H4,FAQ,3400,5355,4860,2020-02-14
225,Badwani,Balwadi,Cotton,H4,FAQ,4800,4800,4800,2020-02-14
339,Burhanpur,Burhanpur,Cotton,LRA,FAQ,4350,4925,4700,2020-02-14
418,Dhar,Gandhwani,Cotton,Other,FAQ,4109,5100,4604,2020-02-14
647,Alirajpur,Jobat,Cotton,Other,FAQ,4500,5000,4700,2020-02-14
679,Khargone,Karhi,Cotton,Other,FAQ,4140,5450,5151,2020-02-14
717,Khandwa,Khandwa,Cotton,Other,FAQ,4151,5355,5151,2020-02-14
796,Badwani,Khetia,Cotton,H4,FAQ,4815,5350,5150,2020-02-14
852,Dhar,Kukshi,Cotton,H4,FAQ,4080,4955,4825,2020-02-14
909,Dewas,Loharda,Cotton,Other,FAQ,3810,4900,4355,2020-02-14
957,Dhar,Manawar,Cotton,Other,FAQ,4248,5390,4838,2020-02-14
1000,Khandwa,Pandhana,Cotton,Other,FAQ,4200,4400,4340,2020-02-14
1030,Chhindwara,Pandhurna,Cotton,Other,FAQ,4900,5100,5045,2020-02-14
1138,Chhindwara,Saunsar,Cotton,H4,FAQ,4785,5350,5000,2020-02-14
1237,Badwani,Sendhwa,Cotton,H4,FAQ,4300,5300,4850,2020-02-14
1273,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5500,6500,6000,2020-02-14
19,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4500,5000,4800,2020-02-15
88,Badwani,Anjad,Cotton,Other,FAQ,4335,4890,4800,2020-02-15
133,Khargone,Badwaha,Cotton,H4,FAQ,3405,5355,4815,2020-02-15
224,Badwani,Balwadi,Cotton,H4,FAQ,4575,4675,4611,2020-02-15
298,Khargone,Bhikangaon,Cotton,H4,FAQ,3951,5215,4760,2020-02-15
367,Dhar,Dhamnod,Cotton,Other,FAQ,3600,5451,5005,2020-02-15
417,Dhar,Gandhwani,Cotton,Other,FAQ,4186,5180,4650,2020-02-15
512,Jhabua,Jhabua,Cotton,Desi,FAQ,4450,4700,4575,2020-02-15
513,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,5900,6104,6000,2020-02-15
646,Alirajpur,Jobat,Cotton,Other,FAQ,4500,5000,4700,2020-02-15
678,Khargone,Karhi,Cotton,Other,FAQ,3850,5415,5312,2020-02-15
738,Khargone,Khargone,Cotton,Other,FAQ,3800,5150,4850,2020-02-15
795,Badwani,Khetia,Cotton,H4,FAQ,4825,5315,5120,2020-02-15
851,Dhar,Kukshi,Cotton,H4,FAQ,5232,5450,5360,2020-02-15
908,Dewas,Loharda,Cotton,Other,FAQ,3650,4800,4225,2020-02-15
956,Dhar,Manawar,Cotton,Other,FAQ,4600,4800,4700,2020-02-15
999,Khandwa,Pandhana,Cotton,Other,FAQ,4200,4500,4300,2020-02-15
1029,Chhindwara,Pandhurna,Cotton,Other,FAQ,4900,5111,5075,2020-02-15
1067,Ratlam,Ratlam,Cotton,Other,FAQ,4140,5305,5000,2020-02-15
1236,Badwani,Sendhwa,Cotton,H4,FAQ,4600,5382,4990,2020-02-15
1272,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,5400,6500,6000,2020-02-15
18,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4500,5000,4800,2020-02-16
132,Khargone,Badwaha,Cotton,H4,FAQ,3475,4930,4630,2020-02-16
297,Khargone,Bhikangaon,Cotton,H4,FAQ,3901,5170,4900,2020-02-16
416,Dhar,Gandhwani,Cotton,Other,FAQ,4150,4150,4150,2020-02-16
850,Dhar,Kukshi,Cotton,H4,FAQ,4150,4990,4710,2020-02-16
907,Dewas,Loharda,Cotton,Other,FAQ,4100,4100,4100,2020-02-16
17,Alirajpur,Alirajpur,Cotton,Desi,FAQ,4700,5000,4850,2020-02-17
87,Badwani,Anjad,Cotton,Other,FAQ,4100,4900,4520,2020-02-17
131,Khargone,Badwaha,Cotton,H4,FAQ,3000,5360,4750,2020-02-17
296,Khargone,Bhikangaon,Cotton,H4,FAQ,3840,5196,4900,2020-02-17
